SRR7239362_1.fastq.res,SRR7239363_1.fastq.res,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
0.0,5.22,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Emberiza melanocephala
6.24,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,
78.87,132.46,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,,
28.909999999999997,27.759999999999998,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Serinus,
23.5,5.26,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Serinus,Serinus canaria
4.55,4.01,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Icteridae,,
17.87,15.14,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula albicollis
38.89,29.369999999999997,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,
79.41,76.6,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Muscicapidae,,
219.4,350.51,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,,,
29.56,24.35,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Cyanistes,Cyanistes caeruleus
57.370000000000005,19.43,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Cyanistes,
723.9399999999999,1022.9000000000001,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,,
13.639999999999999,3.84,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Parus,
7.800000000000001,12.39,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Parus,Parus major
79.5,49.489999999999995,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Pseudopodoces,
4.68,9.76,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Pseudopodoces,Pseudopodoces humilis
3.56,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passerellidae,Junco,
25.049999999999997,25.1,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passerellidae,,
9.0,5.28,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,
29.85,18.310000000000002,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia albicollis
0.0,0.52,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passeridae,,
2.52,12.57,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Corapipo,Corapipo altera
84.65,84.11,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Corapipo,
22.48,47.879999999999995,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Lepidothrix,Lepidothrix coronata
57.14,28.27,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Lepidothrix,
9.82,14.87,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Manacus,Manacus vitellinus
1223.76,10.5,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Manacus,
1765.42,1773.05,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,,
111.65,83.39999999999999,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Neopelma,
34.91,28.900000000000002,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Neopelma,Neopelma chrysocephalum
78.24,117.39,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Pipra,
3.74,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Pipra,Pipra filicauda
8.879999999999999,2.54,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pittidae,Hydrornis,Hydrornis guajana
2.58,2.78,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pittidae,Hydrornis,
3.53,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pittidae,,
132.59,76.16,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Sturnidae,,
96.48,57.9,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,
29.34,29.509999999999998,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris
12.36,13.16,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Thraupidae,Geospiza,Geospiza fortis
9.58,18.36,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Thraupidae,Geospiza,
63.99,59.53,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Thraupidae,,
2.69,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Timaliidae,,
20.43,21.03,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii
523.06,747.3599999999999,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,
493.4,339.22,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Tyrannidae,,
5.8,3.61,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Anhingidae,Anhinga,
482.98,399.86,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
760.06,564.5799999999999,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,
600.9300000000001,733.36,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,,
7.77,0.0,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Fregatidae,,
178.11,125.58,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,,,
1164.71,1304.18,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Pelecanidae,,
1476.2,1669.02,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,
1397.29,980.52,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus crispus
10.91,0.0,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus philippensis
515.8199999999999,558.5,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phaethontidae,,
1163.26,839.9,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phaethontidae,Phaethon,
543.73,526.36,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phaethontidae,Phaethon,Phaethon lepturus
117.84,2.47,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phaethontidae,Phaethon,Phaethon rubricauda
415.26,293.75,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,,
209.4,198.38,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,
349.18,276.66,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax carbo
80.91,75.17999999999999,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Sulidae,,
3807.96,3315.61,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Threskiornithidae,,
3764.4,4185.11,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Threskiornithidae,Nipponia,
1512.57,1308.9,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Threskiornithidae,Nipponia,Nipponia nippon
26.25,29.06,Eukaryota,Metazoa,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,,
3.5,4.24,Eukaryota,Metazoa,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,
65.95,16.98,Eukaryota,Metazoa,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus chilensis
0.0,3.2,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Megalaimidae,Megalaima,Megalaima virens
20.95,0.0,Eukaryota,Metazoa,Chordata,Aves,Piciformes,,,
29.7,68.98,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Picidae,Dryobates,Dryobates pubescens
22.43,81.77000000000001,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Picidae,Dryobates,
433.12,381.17999999999995,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Picidae,,
2.59,9.96,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,
2.79,12.4,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,Sphyrapicus varius
17.34,0.0,Eukaryota,Metazoa,Chordata,Aves,Podicipediformes,Podicipedidae,,
52.44,40.97,Eukaryota,Metazoa,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps auritus
4.59,2.92,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Diomedeidae,,
2.93,4.4,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,Phoebastria nigripes
1.9,30.229999999999997,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,,,
5.65,4.22,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Pelecanoididae,,
1159.63,1098.95,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus glacialis
2673.5,2607.3,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,
2259.0,2011.89,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,,
31.22,0.0,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,
33.25,19.04,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,,
3.47,3.47,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,Oceanites,
193.23,53.23,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,Oceanites,Oceanites oceanicus
0.0,2.43,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,Oceanodroma,
8.870000000000001,0.0,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,,,
4.66,0.0,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,
76.72,67.46000000000001,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,,
169.04,137.35,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,
144.1,137.66,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,Nestor notabilis
9.84,2.54,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,Psittacula alexandri
103.63,55.05,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittaculidae,Melopsittacus,Melopsittacus undulatus
226.72,201.92000000000002,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittaculidae,Melopsittacus,
439.47,471.27,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittaculidae,,
67.03,44.31,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,,,
55443.28,46332.33,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri
196.22,143.6,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes patagonicus
73357.53,65121.75,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,
645.25,776.35,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysocome
8.91,9.03,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysolophus
1794.31,1222.44,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,
886.5,397.29,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula minor
634.83,626.63,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,
3.04,0.0,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Megadyptes,
39684.07,38839.49,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,,
90686.22,81274.8,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,
299491.59,240848.33,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis adeliae
12.85,2.11,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis antarcticus
10593.66,37455.76,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis papua
834.73,1272.37,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,
22.68,272.49,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus demersus
31.37,3.39,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus humboldti
2810.61,258.48,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus magellanicus
14.81,12.93,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,,,
126.67,64.62,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Strigidae,Athene,Athene cunicularia
975.4200000000001,1058.17,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Strigidae,Athene,
1.73,0.0,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Strigidae,Bubo,
1429.73,1111.06,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Strigidae,,
385.12,307.86,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Tytonidae,,
404.06,508.63,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Tytonidae,Tyto,
316.41,371.31,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto alba
7.09,11.9,Eukaryota,Metazoa,Chordata,Aves,Struthioniformes,,,
86.47,127.35,Eukaryota,Metazoa,Chordata,Aves,Struthioniformes,Struthionidae,,
18.97,72.76,Eukaryota,Metazoa,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,
84.12,81.46000000000001,Eukaryota,Metazoa,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,Struthio camelus
63.290000000000006,53.05,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,,,
1.75,5.15,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,Eudromia,Eudromia elegans
371.05,484.95,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,,
13.07,10.67,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,
0.0,2.4,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,Nothoprocta perdicaria
138.16,91.83,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,
4.57,7.91,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus guttatus
74.03999999999999,40.3,Eukaryota,Metazoa,Chordata,Aves,Trogoniformes,Trogonidae,Apaloderma,Apaloderma vittatum
85.47,44.22,Eukaryota,Metazoa,Chordata,Aves,Trogoniformes,Trogonidae,Apaloderma,
41.38,45.21,Eukaryota,Metazoa,Chordata,Aves,Trogoniformes,Trogonidae,,
2.37,0.0,Eukaryota,Metazoa,Chordata,Aves,Trogoniformes,Trogonidae,Trogon,
12.0,17.65,Eukaryota,Metazoa,Chordata,Aves,Trogoniformes,Trogonidae,Trogon,Trogon personatus
3.56,0.0,Eukaryota,Metazoa,Chordata,Aves,Upupiformes,Rhinopomastidae,Rhinopomastus,Rhinopomastus cyanomelas
1.12,0.0,Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Alopiidae,,
3.56,6.94,Eukaryota,Metazoa,Chordata,Cladistia,Polypteriformes,,,
28.009999999999998,24.29,Eukaryota,Metazoa,Chordata,Cladistia,Polypteriformes,Polypteridae,,
10.97,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Sphenodontia,Sphenodontidae,Sphenodon,Sphenodon punctatus
5.9,11.21,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,,
0.0,14.57,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Notechis,
48.0,48.24,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Gekkonidae,,
21.29,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Gekkonidae,Phelsuma,Phelsuma guttata
21.48,32.91,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Iguanidae,,
4.65,0.49,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,,,
2.79,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus macdougalli
4.06,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus parvus
0.0,6.05,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus scalaris
8.43,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus stejnegeri
8.59,8.16,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,,
3.0,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Balaenopteridae,,
8.36,5.45,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis
26.240000000000002,16.43,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,,
0.0,2.84,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,
0.0,5.63,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Camelidae,,
32.71,32.28,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,,
348.03000000000003,798.6600000000001,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
531.53,914.85,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Canidae,,
203.32,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus
69.55,23.89,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,Felis,
980.9900000000001,1281.98,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,,
5.12,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,Panthera,
0.0,4.88,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,,,
12.45,10.33,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Otariidae,,
0.0,17.45,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Ursidae,,
21.86,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Ursidae,Ursus,
2.76,3.21,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Hipposideridae,,
7.31,7.3,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Phyllostomidae,,
3.79,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii
5.4,9.68,Eukaryota,Metazoa,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,,
15.6,12.54,Eukaryota,Metazoa,Chordata,Mammalia,Eulipotyphla,Erinaceidae,,
287.27,279.45,Eukaryota,Metazoa,Chordata,Mammalia,Eulipotyphla,,,
7.09,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura ninoyi
12.42,3.32,Eukaryota,Metazoa,Chordata,Mammalia,Eulipotyphla,Talpidae,,
41.76,41.63,Eukaryota,Metazoa,Chordata,Mammalia,Monotremata,,,
16.11,22.68,Eukaryota,Metazoa,Chordata,Mammalia,Monotremata,Ornithorhynchidae,,
9.91,10.66,Eukaryota,Metazoa,Chordata,Mammalia,Perissodactyla,,,
3.69,8.79,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cebidae,Saimiri,
24.09,14.68,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,,
55.43,60.23,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,
55.92,52.79,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cheirogaleidae,,
675.01,1457.24,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
28.129999999999995,1199.13,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,
264.16,277.33000000000004,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,,
5.49,6.42,Eukaryota,Metazoa,Chordata,Mammalia,Primates,,,
1.17,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus
10.96,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Proboscidea,Elephantidae,,
26.23,19.19,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Castoridae,,
111.88,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,
39.099999999999994,62.68,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,,
0.0,3.85,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Meriones,Meriones unguiculatus
4.38,7.2,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus
16311.779999999999,27640.04,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,,
53.88,169.4,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,
98.52,219.09,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,,,
6.13,8.65,Eukaryota,Metazoa,Chordata,Mammalia,Scandentia,Tupaiidae,,
16.09,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,Dugong dugon
0.0,10.75,Eukaryota,Metazoa,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,
10.06,11.65,Eukaryota,Metazoa,Chordata,,,,,
5.01,0.0,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Alligatoridae,Alligator,
39.56,34.89,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Alligatoridae,,
4.46,2.36,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Crocodylidae,Crocodylus,Crocodylus porosus
10.36,3.55,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Crocodylidae,Crocodylus,
4.48,4.79,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Crocodylidae,,
4.52,2.44,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Gavialidae,Gavialis,Gavialis gangeticus
0.0,4.07,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Gavialidae,Gavialis,
25.57,32.14,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,,,
22.08,18.259999999999998,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Cheloniidae,,
7.1,0.0,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Emydidae,Chrysemys,Chrysemys picta
2.04,0.0,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Emydidae,Chrysemys,
39.09,23.83,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Emydidae,,
3.88,0.0,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Emydidae,Terrapene,
11.92,27.049999999999997,Eukaryota,Metazoa,Chordata,unk_c,Testudines,,,
0.0,3.12,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Pelomedusidae,,
3.98,3.35,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Pelomedusidae,Pelomedusa,Pelomedusa subrufa
34.52,126.02,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Trionychidae,,
0.0,5.82,Eukaryota,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Aliger,Aliger gigas
13.64,0.0,Eukaryota,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Aliger,
2.94,0.0,Eukaryota,Metazoa,Mollusca,Polyplacophora,Chitonida,,,
0.72,1.31,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,,
2.85,0.0,Eukaryota,Metazoa,Nemertea,Pilidiophora,Heteronemertea,,,
3.82,0.0,Eukaryota,Viridiplantae,Streptophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,
0.0,9.03,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Oryza sativa
0.0,32.06,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,,
17.21,20.01,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,,
0.0,84.63,Eukaryota,unk_k,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,,
2.76,0.0,Eukaryota,unk_k,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria sp. RCC4616
18.87,0.0,Eukaryota,unk_k,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Grammonema,Grammonema striatula
2.76,0.0,Eukaryota,unk_k,Bacillariophyta,Mediophyceae,Triceratiales,,,
0.0,2.0,Eukaryota,unk_k,Euglenozoa,Kinetoplastea,Parabodonida,unk_f,Procryptobia,
2.33,0.0,Eukaryota,unk_k,Evosea,Eumycetozoa,Physariida,Physaraceae,Fuligo,Fuligo septica
0.0,3.74,Eukaryota,unk_k,Heterolobosea,unk_c,unk_o,Vahlkampfiidae,Tetramitus,
3.17,0.0,Eukaryota,unk_k,Oomycota,unk_c,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces astaci
2.88,0.0,Eukaryota,unk_k,Oomycota,unk_c,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces euteiches
0.0,4.73,Eukaryota,unk_k,unk_p,Dinophyceae,Dinophysiales,,,
0.0,4.71,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus,Escherichia virus T4
0.0,7.12,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Gammacoronavirus,
0.0,59.099999999999994,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,
