DRR179681_1.fastq.res,DRR179682_1.fastq.res,ERR4028039.fastq.res,ERR4028235.fastq.res,ERR4028356.fastq.res,ERR6891814_1.fastq.res,ERR6891815_1.fastq.res,ERR6891816_1.fastq.res,ERR6891817_1.fastq.res,ERR6891818_1.fastq.res,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
0.0,0.0,0.29,0.0,107.26,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis
0.0,0.0,0.0,6.63,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,
0.0,77.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,,
0.0,0.0,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,,,
12.8,60.709999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,,
37.26,42.010000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,
0.0,33.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,Oenothera berteroana
0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,,,,
15.97,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Crinodendron,Crinodendron hookerianum
32.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Oxalidales,Huaceae,Afrostyrax,Afrostyrax sp. Cheek 5007
0.0,61.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Oxalidales,Huaceae,Afrostyrax,
0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Averrhoa,Averrhoa carambola
23.08,63.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,
19.11,54.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis dillenii
7.61,28.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Piperales,Aristolochiaceae,Saruma,Saruma henryi
0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,,
0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Eriocaulaceae,,
0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Juncaceae,Juncus,Juncus ingens
2.62,0.0,0.38,0.0,45.57,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,,,
0.0,10.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Avena,Avena sativa
0.0,96.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Avena,
0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,Hordeum vulgare
7.39,19.94,3.36,0.0,37.64,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,,
0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Phragmites,
0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Thurniaceae,,
0.0,0.0,4.22,0.0,8.84,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Proteales,Nelumbonaceae,,
0.0,0.0,0.0,0.0,0.0,199.15,10212.54,2532.67,1588.25,5933.4,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Proteales,Nelumbonaceae,Nelumbo,Nelumbo nucifera
44.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Proteales,Platanaceae,,
10.08,121.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,
12.5,145.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,Platanus occidentalis
16.08,87.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Proteales,Proteaceae,Macadamia,Macadamia integrifolia
0.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Proteales,Proteaceae,Petrophile,Petrophile canescens
10.05,27.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,Meliosma squamulata
17.26,45.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,
0.0,0.0,0.0,0.0,33.61,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Berberidaceae,,
0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Berberidaceae,Plagiorhegma,Plagiorhegma dubium
0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Berberidaceae,Sinopodophyllum,
4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Menispermaceae,Coscinium,Coscinium fenestratum
26.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Menispermaceae,Parabaena,
0.0,9.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia,Eschscholzia californica
3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia,
19.14,17.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,,
32.02,67.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Callianthemum,Callianthemum taipaicum
80.44,161.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Cannabis,Cannabis sativa
31.95,74.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Ficus,
17.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,
38.3,161.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,,
0.0,14.02,3.4,0.0,3.02,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,,,
8.45,33.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,Ceanothus herbaceus
29.08,59.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,
0.0,0.0,0.0,0.0,12.14,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Hovenia,Hovenia dulcis
22.75,65.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Hovenia,
0.0,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,,
0.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Ventilago,
0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,
21.73,50.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,
0.0,19.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus domestica
7.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,
156.39000000000001,244.41,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,,
25.85,31.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,
0.0,15.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus avium
4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus caroliniana
12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,
110.07,192.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus x bretschneideri
0.0,43.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,
9.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Boehmeria,Boehmeria macrophylla
4.14,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Urticaceae,,
0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Comandraceae,Comandra,
93.39,188.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Coulaceae,Coula,Coula edulis
5.35,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Coulaceae,Coula,
0.0,9.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Erythropalaceae,Heisteria,Heisteria ovata
0.0,0.0,0.0,0.0,32.2,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Loranthaceae,Amylotheca,
0.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,
34.46,101.21,0.0,0.0,32337.039999999997,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,,
8.57,22.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia,
0.0,0.0,410.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia,Pistacia vera
0.0,17.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Meliaceae,Munronia,
4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Meliaceae,,
0.0,15.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,,,
11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Nitrariaceae,Nitraria,
0.0,43.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Nitrariaceae,Nitraria,Nitraria tangutorum
130.58,287.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus maxima
17.14,14.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus sinensis
0.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus unshiu
19.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,
2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,,
0.64,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,,
5.49,29.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Cercidiphyllaceae,Cercidiphyllum,Cercidiphyllum japonicum
0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Cercidiphyllaceae,,
0.0,272.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Cynomoriaceae,Cynomorium,Cynomorium songaricum
51.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Cynomoriaceae,Cynomorium,
23.04,49.32000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,,
20.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Sullivantia,
3.18,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Hydroleaceae,Hydrolea,
0.0,8.77,0.0,2.27,0.0,7.49,7.49,8.42,0.0,16.85,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,,,
0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,
5.9,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Hyoscyamus,Hyoscyamus muticus
27.900000000000002,107.56,0.0,0.0,1.73,0.0,490.08,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,,
54.339999999999996,41.21,784.48,337.32,804.2,429.7,0.0,159.71,380.88,90.72,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,
0.0,166.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana attenuata
75.94,214.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana plumbaginifolia
0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana sylvestris
17.73,115.30000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,
16.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum carolinense
91.11,509.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum tuberosum
22.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vahliales,Vahliaceae,Vahlia,Vahlia capensis
3.09,9.63,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,,,
28.63,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,,
3.99,8.17,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,
2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,
101.96,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Curcuma,
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Hornstedtia,
0.0,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zygophyllales,Krameriaceae,Krameria,Krameria lanceolata
10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zygophyllales,Krameriaceae,Krameria,
0.34,0.0,0.44,0.0,0.89,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,unk_o,unk_f,unk_g,Magnoliophyta environmental sample
0.0,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,,,,,
0.0,0.0,1.2,0.0,36.77,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Larix,Larix decidua
2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,,
6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,
0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus canariensis
155.97,2170.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,Viridiplantae,Streptophyta,unk_c,unk_o,unk_f,unk_g,embryophyte environmental sample
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.42,0.0,0.0,Eukaryota,unk_k,Oomycota,,,,,
5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,unk_k,Oomycota,unk_c,Albuginales,Albuginaceae,Albugo,Albugo laibachii
0.0,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,unk_k,Oomycota,unk_c,Albuginales,Albuginaceae,Albugo,
0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,Eukaryota,unk_k,Oomycota,unk_c,Albuginales,Albuginaceae,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,Eukaryota,unk_k,Oomycota,unk_c,Albuginales,,,
